都市,degree_centrality_mean,closeness_centrality_mean,alpha_index,avg_circuity_A,basic_self_loop_proportion,basic_circuity_avg,basic_streets_per_node_avg,basic_clean_intersection_density_km
焼津市,0.00037927125057502013,0.00020887645524950767,0.27708269758925846,1.1899694396259566,0.00015707217466425823,1.0398495337320508,3.125320317266626,73.97400152812227
静岡市,9.631974408314976e-05,9.19414520615013e-05,0.2262621238497886,1.2443872150772612,0.0008223308511124309,1.1340075437614512,2.90434350132626,14.929683786172944
浜松市,6.426380041532482e-05,8.163126696679426e-05,0.25771053552306533,1.1943284611079024,0.0005599417660563301,1.1241102664614753,3.030299817649803,18.813394424269163
